序号,交易日期,客户ID,交易金额,交易次数,成员类型,省份
14753,2017/3/28,3001-3100,7004.58,68,线上成员,甘肃
14754,2017/3/28,3001-3109,10,1,线上成员,甘肃
14755,2017/3/28,3001-3112,10,1,线上成员,西藏
14756,2017/3/28,3201-1208,50000,17,线上成员,甘肃
14757,2017/3/28,3201-1210,415,3,自助成员,宁夏
14758,2017/3/28,3201-1216,101.02,1,线上成员,青海
14759,2017/3/28,3201-1219,1.00E+05,37,自助成员,广西
14760,2017/3/28,3201-1240,1.00E+05,28,线下成员,宁夏
14761,2017/3/28,3201-16,104,1,线下成员,甘肃
14762,2017/3/28,3204-3221,1474.16,3,线下成员,青海
14763,2017/3/28,3207-3072,2632.95,13,自助成员,广西
14764,2017/3/28,4201-1511,148,1,线下成员,甘肃
14765,2017/3/28,4201-1515,3123.5,12,自助成员,江苏
14766,2017/3/28,4201-1520,223.12,3,自助成员,甘肃
14767,2017/3/28,4201-225,4145.3,24,线下成员,西藏
14768,2017/3/28,4201-312,195,1,线上成员,内蒙
14769,2017/3/28,4201-3120,39.5,1,线上成员,广州
14770,2017/3/28,4201-3122,1471.99,8,线下成员,广州
14771,2017/3/28,4201-313,641.3,2,自助成员,青海
14772,2017/3/28,4201-3131,548.8,1,自助成员,广州
14773,2017/3/28,4201-315,1794.04,6,线上成员,宁夏
14774,2017/3/28,4201-325,1054.75,5,自助成员,江苏
14775,2017/3/28,4201-328,30.05,1,线下成员,上海
14776,2017/3/28,4201-332,7766.1,17,线上成员,广西
14777,2017/3/28,4201-338,102.5,1,线上成员,宁夏
14778,2017/3/28,4201-366,299940,225,线上成员,江苏
14779,2017/3/28,4201-367,2428.56,50,自助成员,内蒙
14780,2017/3/28,4201-371,428,1,线下成员,江苏
14781,2017/3/28,4201-375,2013.5,19,线上成员,西藏
14782,2017/3/28,4201-391,4333.16,32,自助成员,广州
14783,2017/3/28,4201-399,2.00E+05,152,线上成员,江苏
14784,2017/3/28,4201-407,257,1,自助成员,宁夏
14785,2017/3/28,4301-50,161,2,自助成员,广州
14786,2017/3/28,4301-573,1260.56,2,自助成员,甘肃
14787,2017/3/28,4301-618,470.69,4,线下成员,内蒙
14788,2017/3/28,4301-652,481650,360,线上成员,青海
14789,2017/3/28,4401-45,46497.84,56,线下成员,广州
14790,2017/3/28,4401-51,3413.7,21,线下成员,宁夏
14791,2017/3/28,4401-702,79266.87,63,线下成员,广州
14792,2017/3/28,4401-745,2750.28,16,线下成员,宁夏
14793,2017/3/28,4401-746,92860.83,74,自助成员,广西
14794,2017/3/28,4401-750,146609.43,114,线上成员,宁夏
14795,2017/3/28,4401-752,43902.61,38,线上成员,广西
14796,2017/3/28,4401-754,91579.13,73,线上成员,内蒙
14797,2017/3/28,4401-756,72955.88,58,线上成员,广西
14798,2017/3/28,4401-757,86594.39,71,线下成员,广西
14799,2017/3/28,4401-772,61336.36,50,线下成员,江苏
14800,2017/3/28,4401-780,30795.91,25,线上成员,宁夏
14801,2017/3/28,4401-785,53358.43,50,线上成员,西藏
14802,2017/3/28,4501-17,3894.01,31,线上成员,上海
14803,2017/3/28,4501-51,140361,102,线下成员,西藏
14804,2017/3/28,4501-63,136405,100,自助成员,甘肃
14805,2017/3/28,4501-71,132880,100,线下成员,内蒙
14806,2017/3/28,4501-85,180624,100,线下成员,广州
14807,2017/3/28,C010100014,111.5,1,线下成员,青海
14808,2017/3/28,C010100019,167,1,线上成员,宁夏
14809,2017/3/28,C010200004,3677575.78,1810,线上成员,广州
14810,2017/3/28,C010200025,211.97,1,线下成员,广州
14811,2017/3/28,C010210031,418.7,3,自助成员,内蒙
14812,2017/3/28,C010210040,643.5,1,自助成员,宁夏
14813,2017/3/28,C010210042,2247.66,7,线下成员,甘肃
14814,2017/3/28,C010220015,525,1,自助成员,上海
14815,2017/3/28,C010230033,131700,90,自助成员,宁夏
14816,2017/3/28,C010230044,135225,100,自助成员,广州
14817,2017/3/28,C010240003,2812,3,线上成员,内蒙
14818,2017/3/28,C010240008,180,1,线下成员,江苏
14819,2017/3/28,C010240011,70,1,线下成员,西藏
14820,2017/3/28,C010250003,2769.49,7,线上成员,甘肃
14821,2017/3/28,C010250012,1215.1,2,线上成员,宁夏
14822,2017/3/28,C010250025,366,30,线下成员,上海
14823,2017/3/28,C010270007,181758,50,线上成员,西藏
14824,2017/3/28,C010270010,860,2,线下成员,内蒙
14825,2017/3/28,C010270027,2803.59,1,线上成员,内蒙
14826,2017/3/28,C010270038,25.5,1,线上成员,西藏
14827,2017/3/28,C010280004,732.35,5,自助成员,内蒙
14828,2017/3/28,C010280020,1180.25,3,线下成员,上海
14829,2017/3/28,C010280021,4433,1,线下成员,宁夏
14830,2017/3/28,C010290011,116.5,1,自助成员,内蒙
14831,2017/3/28,C0103110001,10579.82,40,线上成员,宁夏
14832,2017/3/28,C0103710001,6045,27,自助成员,江苏
14833,2017/3/28,C0103730001,2185,4,自助成员,甘肃
14834,2017/3/28,C0103740001,475,4,自助成员,内蒙
14835,2017/3/28,C0103750001,1255,5,自助成员,西藏
14836,2017/3/28,C0103780001,585.41,5,线下成员,西藏
14837,2017/3/28,C0105350002,33150,10,线下成员,江苏
14838,2017/3/28,C0107550001,320.56,2,自助成员,上海
14839,2017/3/28,C0107550003,6,6,线下成员,内蒙
14840,2017/3/28,C013150002,523.81,3,线下成员,宁夏
14841,2017/3/28,C013160001,1527.2,7,线上成员,江苏
14842,2017/3/28,C013160006,3326.14,26,自助成员,青海
14843,2017/3/28,C013170001,458,1,线下成员,青海
14844,2017/3/28,C013700004,151550,21,线上成员,上海
14845,2017/3/28,C013700005,1243.53,10,线上成员,广州
14846,2017/3/28,C013730008,740,1,自助成员,甘肃
14847,2017/3/28,C013780002,20,1,线下成员,青海
14848,2017/3/28,C014120001,160,2,线上成员,广州
14849,2017/3/28,C014150003,871,8,线下成员,广州
14850,2017/3/28,C014270001,458,1,线上成员,广西
14851,2017/3/28,C014310003,335430,326,线下成员,西藏
14852,2017/3/28,C014310004,310384,304,自助成员,甘肃
14853,2017/3/28,C014370003,5018,4,自助成员,江苏
14854,2017/3/28,C015100008,2576,3,线上成员,青海
14855,2017/3/28,C015100009,368,1,自助成员,宁夏
14856,2017/3/28,C015100010,69514.9,35,自助成员,甘肃
14857,2017/3/28,C015100012,1869.75,4,线下成员,广西
14858,2017/3/28,C015100014,448.5,3,线上成员,宁夏
14859,2017/3/28,C015100018,70899.84,23,线下成员,广州
14860,2017/3/28,C015100025,704,2,线上成员,广西
14861,2017/3/28,C015100026,2136.05,4,线下成员,江苏
14862,2017/3/28,C015180006,1193.6,4,线上成员,江苏
14863,2017/3/28,C015310013,543.5,1,线下成员,青海
14864,2017/3/28,C015310016,1280,2,线下成员,上海
14865,2017/3/28,C015310017,515,4,自助成员,青海
14866,2017/3/28,C015320001,1850,2,自助成员,广西
14867,2017/3/28,C015320003,156.8,1,线上成员,广西
14868,2017/3/28,C015320006,3442,4,自助成员,上海
14869,2017/3/28,C015320034,450,1,自助成员,江苏
14870,2017/3/28,C015320036,400,1,线上成员,青海
14871,2017/3/28,C015320037,726.13,2,自助成员,内蒙
14872,2017/3/28,C015340007,278.48,1,线下成员,青海
14873,2017/3/28,C015350016,39113,10,自助成员,宁夏
14874,2017/3/28,C015350017,36507,13,自助成员,广西
14875,2017/3/28,C015350018,45000,10,自助成员,江苏
14876,2017/3/28,C015350019,34780,10,线上成员,上海
14877,2017/3/28,C015360004,1.00E+05,100,线下成员,青海
14878,2017/3/28,C015370004,1641.52,10,线上成员,江苏
14879,2017/3/28,C015510001,2711.43,21,线下成员,广西
14880,2017/3/28,C015510005,10989,11,线下成员,广州
14881,2017/3/28,C015510008,55000,55,线下成员,青海
14882,2017/3/28,C015510009,135864,136,自助成员,宁夏
14883,2017/3/28,C015510012,303696,304,自助成员,上海
14884,2017/3/28,C015510013,155844,156,线下成员,西藏
14885,2017/3/28,C015510015,57942,58,线上成员,宁夏
14886,2017/3/28,C015540001,73926,74,线上成员,上海
14887,2017/3/28,C015710002,278.5,3,线下成员,江苏
14888,2017/3/28,C015710007,172,1,线上成员,广西
14889,2017/3/28,C015710014,3251.5,5,线下成员,宁夏
14890,2017/3/28,C015710015,1550.25,4,线下成员,广州
14891,2017/3/28,C015710022,181,3,线下成员,内蒙
14892,2017/3/28,C015710027,345,2,自助成员,宁夏
14893,2017/3/28,C015710040,1327.44,2,自助成员,内蒙
14894,2017/3/28,C015740001,1422.39,8,线上成员,上海
14895,2017/3/28,C015740017,209.15,1,线上成员,江苏
14896,2017/3/28,C015950001,267,2,线下成员,上海
14897,2017/3/28,C016320002,100.21,2,线下成员,青海
14898,2017/3/28,C016320003,40000,20,线下成员,广西
14899,2017/3/28,C016320007,406.68,3,线下成员,西藏
14900,2017/3/28,C017130006,828.24,3,线下成员,宁夏
14901,2017/3/28,C017140001,30.5,1,线下成员,上海
14902,2017/3/28,C017150002,152,1,自助成员,青海
14903,2017/3/28,C017150007,610.04,1,自助成员,广州
14904,2017/3/28,C017160001,500,1,线上成员,宁夏
14905,2017/3/28,C017160005,3161.25,17,自助成员,内蒙
14906,2017/3/28,C017550002,2020,1,线上成员,广西
14907,2017/3/28,C017550012,4128,1,线上成员,上海
14908,2017/3/28,C017550017,400.4,1,自助成员,广州
14909,2017/3/28,C017560004,1090.95,5,自助成员,青海
14910,2017/3/28,C017710008,0,1,线下成员,广州
14911,2017/3/28,C017710010,0,1,线下成员,西藏
14912,2017/3/28,C017740002,0,1,线下成员,广西
14913,2017/3/28,C018320001,23245,15,线下成员,甘肃
14914,2017/3/28,C018710006,88704,48,线上成员,广州
14915,2017/3/28,C018710007,110,11,自助成员,广州
14916,2017/3/28,C035100001,70986.24,23,线下成员,上海
14917,2017/3/28,C035100007,186167.21,125,线上成员,江苏
14918,2017/3/28,C035100008,167538.44,150,线上成员,青海
14919,2017/3/28,C035130007,280840,159,线下成员,上海
14920,2017/3/28,C035130008,209676,165,自助成员,广西
14921,2017/3/28,C035130009,254659.72,209,线上成员,宁夏
14922,2017/3/28,C035130013,255640,122,自助成员,甘肃
14923,2017/3/28,C050210007,45562.3,19,自助成员,广州
14924,2017/3/28,C0503590001,935,1,线上成员,内蒙
14925,2017/3/28,C055950001,950,1,线下成员,广州
14926,2017/3/28,C080100001,630.82,8,线下成员,广州
14927,2017/3/28,C080200044,592.4,3,线下成员,内蒙
14928,2017/3/28,C080210009,47,1,线下成员,西藏
14929,2017/3/28,C080210026,441.65,2,线下成员,上海
14930,2017/3/28,C080220002,1824.03,15,线上成员,江苏
14931,2017/3/28,C080220011,1337.17,11,自助成员,内蒙
14932,2017/3/28,C080220022,4864.76,54,自助成员,江苏
14933,2017/3/28,C080220023,4706.49,58,自助成员,甘肃
14934,2017/3/28,C080240008,366.4,1,线下成员,江苏
14935,2017/3/28,C080240022,49085.1,30,线下成员,广州
14936,2017/3/28,C080270001,2178.08,10,线上成员,江苏
14937,2017/3/28,C080270007,90667.48,88,线下成员,广州
14938,2017/3/28,C080270023,47.02,2,线上成员,西藏
14939,2017/3/28,C080270035,5490.08,50,线上成员,西藏
14940,2017/3/28,C080270038,74.5,1,自助成员,青海
14941,2017/3/28,C080270041,475.5,1,线下成员,广州
14942,2017/3/28,C080270043,339.7,1,线上成员,西藏
14943,2017/3/28,C080270048,1455.1,23,自助成员,广西
14944,2017/3/28,C080270050,80000,30,线下成员,上海
14945,2017/3/28,C080270051,102.08,2,线下成员,江苏
14946,2017/3/28,C083700004,2229.32,9,线上成员,内蒙
14947,2017/3/28,C083710010,515.35,3,自助成员,广西
14948,2017/3/28,C083910001,58,2,线上成员,广州
14949,2017/3/28,C084310007,2383.42,19,线上成员,上海
14950,2017/3/28,C084510001,2655,22,线下成员,宁夏
14951,2017/3/28,C084510005,5222.9,22,线上成员,青海
14952,2017/3/28,C084510007,1681.86,61,自助成员,广西
14953,2017/3/28,C085100005,158.07,2,自助成员,宁夏
14954,2017/3/28,C085100006,1163,3,线上成员,内蒙
14955,2017/3/28,C085100008,1016.7,6,线上成员,青海
14956,2017/3/28,C085120011,472,4,线下成员,内蒙
14957,2017/3/28,C085140009,4965.52,44,自助成员,广西
14958,2017/3/28,C085190002,473,1,线下成员,内蒙
14959,2017/3/28,C085190008,322,1,自助成员,内蒙
14960,2017/3/28,C085300004,4158,3,线下成员,甘肃
14961,2017/3/28,C085320008,378,1,线上成员,广州
14962,2017/3/28,C085320040,283.54,6,线上成员,青海
14963,2017/3/28,C085330006,5532.2,34,线下成员,西藏
14964,2017/3/28,C085330007,2164.79,26,线下成员,西藏
14965,2017/3/28,C085340011,330.54,8,线下成员,青海
14966,2017/3/28,C085350004,229500,34,自助成员,广州
14967,2017/3/28,C085360001,1006.3,13,线上成员,广州
14968,2017/3/28,C085360009,3329.6,12,自助成员,西藏
14969,2017/3/28,C085370018,2047.08,19,线上成员,江苏
14970,2017/3/28,C085390008,32796,10,自助成员,广西
14971,2017/3/28,C085510031,6143.2,17,自助成员,广西
14972,2017/3/28,C085510036,6220.98,95,线下成员,广州
14973,2017/3/28,C085510037,15194.88,59,线下成员,甘肃
14974,2017/3/28,C085710003,107,1,自助成员,江苏
14975,2017/3/28,C085710012,1457.72,16,自助成员,江苏
14976,2017/3/28,C085710019,1640.8,12,自助成员,甘肃
14977,2017/3/28,C085710028,175.5,4,线下成员,青海
14978,2017/3/28,C085710029,2407.25,21,线上成员,江苏
14979,2017/3/28,C085730004,405,3,自助成员,广西
14980,2017/3/28,C085740011,9.5,1,线上成员,上海
14981,2017/3/28,C085740012,2225.12,15,自助成员,广西
14982,2017/3/28,C085740013,5486.75,42,自助成员,广西
14983,2017/3/28,C087310004,5401.26,55,线下成员,宁夏
14984,2017/3/28,C087550015,10,10,自助成员,广西
14985,2017/3/28,C087690008,332.6,1,线下成员,广州
14986,2017/3/28,C090100031,438,1,线下成员,广西
14987,2017/3/28,C090100037,1044.01,2,自助成员,西藏
14988,2017/3/28,C090210002,1439.75,6,线下成员,青海
14989,2017/3/28,C093150004,2385.62,15,自助成员,宁夏
14990,2017/3/28,C093160003,40,1,自助成员,广西
14991,2017/3/28,C095630001,871.77,1,自助成员,江苏
14992,2017/3/28,C095730004,3040.65,1,自助成员,江苏
14993,2017/3/28,C097550001,0,3,线上成员,甘肃
14994,2017/3/28,C097550021,0,10,自助成员,内蒙
14995,2017/3/28,C4201-39,1227.3,3,线上成员,西藏
14996,2017/3/28,Z03042,319,2,线下成员,广西
14997,2017/3/29,205,4055.05,49,自助成员,广西
14998,2017/3/29,261,5134.99,20,线上成员,广西
14999,2017/3/29,447,381.58,4,线下成员,西藏
15000,2017/3/29,451,1235.2,22,自助成员,西藏
15001,2017/3/29,667,6144.1,39,自助成员,广州
15002,2017/3/29,887,2500.49,15,线下成员,甘肃
15003,2017/3/29,1096,1401.49,16,自助成员,上海
15004,2017/3/29,1338,1456.15,25,线下成员,甘肃
15005,2017/3/29,1400,635.8,19,线上成员,江苏
15006,2017/3/29,1914,3587.03,16,线下成员,上海
15007,2017/3/29,2428,3797.9,14,自助成员,上海
15008,2017/3/29,2566,2889.84,36,线上成员,上海
15009,2017/3/29,2721,1977.58,8,线下成员,青海
15010,2017/3/29,2947,6463,32,线下成员,甘肃
15011,2017/3/29,3229,350,1,线下成员,广西
15012,2017/3/29,3294,220,1,自助成员,宁夏
15013,2017/3/29,3356,2460.64,24,线下成员,广西
15014,2017/3/29,3870,968.78,3,自助成员,甘肃
15015,2017/3/29,4608,194.75,1,线下成员,青海
15016,2017/3/29,4648,10989,11,自助成员,西藏
15017,2017/3/29,4764,835,1,线下成员,宁夏
15018,2017/3/29,4871,2447.94,41,自助成员,江苏
15019,2017/3/29,5099,1759.25,14,线上成员,广西
15020,2017/3/29,5211,584.24,4,线上成员,内蒙
15021,2017/3/29,5228,3046.94,11,线上成员,甘肃
15022,2017/3/29,5263,574.06,5,线下成员,西藏
15023,2017/3/29,5321,10221,10,自助成员,西藏
15024,2017/3/29,5421,419370,140,线上成员,上海
15025,2017/3/29,5813,113,1,自助成员,内蒙
15026,2017/3/29,5864,10989,11,线上成员,宁夏
15027,2017/3/29,5935,3592.78,40,线下成员,广州
15028,2017/3/29,6142,4923.97,40,自助成员,宁夏
15029,2017/3/29,6298,200,10,自助成员,甘肃
15030,2017/3/29,6439,2466.5,15,线上成员,宁夏
15031,2017/3/29,6517,624,2,线上成员,宁夏
15032,2017/3/29,6707,108,1,线下成员,广西
15033,2017/3/29,6712,2819.32,17,线上成员,甘肃
15034,2017/3/29,6810,1583,25,自助成员,青海
15035,2017/3/29,6813,3428.64,46,线下成员,广西
15036,2017/3/29,6931,7522.15,76,线上成员,广西
15037,2017/3/29,7437,1842.2,23,线上成员,青海
15038,2017/3/29,7603,5099.18,35,线下成员,江苏
15039,2017/3/29,7963,90.33,6,线上成员,广西
15040,2017/3/29,8239,172,1,线下成员,甘肃
15041,2017/3/29,8261,0,38,自助成员,广州
15042,2017/3/29,8883,10,10,自助成员,江苏
15043,2017/3/29,9528,2150,1,线下成员,上海
15044,2017/3/29,9757,2210.47,6,线下成员,西藏
15045,2017/3/29,9826,1620.3,15,自助成员,广西
15046,2017/3/29,10033,2210,2,线下成员,上海
15047,2017/3/29,10476,1386.5,3,自助成员,广州
15048,2017/3/29,10643,5102,34,线上成员,广西
15049,2017/3/29,11166,4327.55,10,线上成员,广西
15050,2017/3/29,11788,1658.05,24,线下成员,广州
15051,2017/3/29,12429,352.96,6,线上成员,江苏
15052,2017/3/29,13247,1551.14,10,自助成员,江苏
15053,2017/3/29,13500,493.3,1,自助成员,江苏
15054,2017/3/29,14042,1393.9,14,自助成员,江苏
15055,2017/3/29,14344,22.7,1,自助成员,广西
15056,2017/3/29,14634,761.13,4,线下成员,西藏
15057,2017/3/29,14713,3937.8,43,线下成员,内蒙
15058,2017/3/29,1001-1463,6684.6,99,线下成员,内蒙
15059,2017/3/29,1001-1505,648.65,1,线下成员,内蒙
15060,2017/3/29,100101-46,21.4,1,线上成员,甘肃
15061,2017/3/29,100729,5043.03,19,线上成员,上海
15062,2017/3/29,100756,1628.1,17,自助成员,广州
15063,2017/3/29,101108-3215,1371.9,2,自助成员,广西
15064,2017/3/29,101109-3207,0.01,1,线上成员,上海
15065,2017/3/29,101112-3210,0.01,1,线下成员,西藏
15066,2017/3/29,101115-3211,0.01,1,线下成员,内蒙
15067,2017/3/29,1301-1636,7194,20,线下成员,上海
15068,2017/3/29,1301-1643,253.43,5,线上成员,青海
15069,2017/3/29,1301-272,2052.68,4,自助成员,甘肃
15070,2017/3/29,1301-47,24,1,线上成员,江苏
15071,2017/3/29,1301-831,3366,2,线下成员,西藏
15072,2017/3/29,1301-842,2606.05,11,线下成员,上海
15073,2017/3/29,1301-861,3287.05,12,线下成员,甘肃
15074,2017/3/29,1301-862,2894.03,10,线下成员,江苏
15075,2017/3/29,1301-868,745,1,线上成员,内蒙
15076,2017/3/29,1301-872,1379.5,7,线上成员,甘肃
15077,2017/3/29,1301-878,518.79,1,线上成员,西藏
15078,2017/3/29,1301-894,5493.97,24,线下成员,广州
15079,2017/3/29,1301-914,847.35,2,线上成员,内蒙
15080,2017/3/29,130108-846,4297.55,6,线下成员,宁夏
15081,2017/3/29,1303-837,10925,6,线下成员,广西
15082,2017/3/29,1303-849,91.4,3,自助成员,江苏
15083,2017/3/29,130304-847,1490.75,6,线上成员,内蒙
15084,2017/3/29,1304-848,425.55,2,线上成员,广西
15085,2017/3/29,1305-843,1501.14,2,自助成员,宁夏
15086,2017/3/29,1306-841,2172.98,14,自助成员,青海
15087,2017/3/29,1307-3217,1150,1,自助成员,青海
15088,2017/3/29,1310-1638,355.5,1,线上成员,宁夏
15089,2017/3/29,1310-296,624.9,4,线下成员,广西
15090,2017/3/29,1401-112,2810.7,25,自助成员,广西
15091,2017/3/29,1401-1307,310,5,线下成员,江苏
15092,2017/3/29,1401-8,575.7,1,线上成员,上海
15093,2017/3/29,1405-1644,9425.96,13,线上成员,青海
15094,2017/3/29,140504-1645,2080,11,线下成员,内蒙
15095,2017/3/29,1501-1366,12.71,2,线上成员,江苏
